date,city,category,cpi
2015-06-01,Ahmedabad,General,102.06
2015-07-01,Ahmedabad,General,101.98
2015-08-01,Ahmedabad,General,103.13
2015-09-01,Ahmedabad,General,103.09
2015-10-01,Ahmedabad,General,103.98
2015-11-01,Ahmedabad,General,104.0
2015-12-01,Ahmedabad,General,104.64
2016-01-01,Ahmedabad,General,105.77
2016-02-01,Ahmedabad,General,106.67
2016-03-01,Ahmedabad,General,107.54
2016-04-01,Ahmedabad,General,107.47
2016-05-01,Ahmedabad,General,107.63
2016-06-01,Ahmedabad,General,108.62
2016-07-01,Ahmedabad,General,109.19
2016-08-01,Ahmedabad,General,109.57
2016-09-01,Ahmedabad,General,110.6
2016-10-01,Ahmedabad,General,111.95
2016-11-01,Ahmedabad,General,112.16
2016-12-01,Ahmedabad,General,111.74
2017-01-01,Ahmedabad,General,111.12
2017-02-01,Ahmedabad,General,111.07
2017-03-01,Ahmedabad,General,112.24
2017-04-01,Ahmedabad,General,113.5
2017-05-01,Ahmedabad,General,114.74
2017-06-01,Ahmedabad,General,115.17
2017-07-01,Ahmedabad,General,115.51
2017-08-01,Ahmedabad,General,115.91
2017-09-01,Ahmedabad,General,116.54
2017-10-01,Ahmedabad,General,117.07
2017-11-01,Ahmedabad,General,117.64
2017-12-01,Ahmedabad,General,118.35
2018-01-01,Ahmedabad,General,118.94
2018-02-01,Ahmedabad,General,119.25
2018-03-01,Ahmedabad,General,119.62
2018-04-01,Ahmedabad,General,120.45
2018-05-01,Ahmedabad,General,120.59
2018-06-01,Ahmedabad,General,121.33
2018-07-01,Ahmedabad,General,122.99
2018-08-01,Ahmedabad,General,123.78
2018-09-01,Ahmedabad,General,123.9
2018-10-01,Ahmedabad,General,124.7
2018-11-01,Ahmedabad,General,125.56
2018-12-01,Ahmedabad,General,126.37
2019-01-01,Ahmedabad,General,126.94
2019-02-01,Ahmedabad,General,127.32
2019-03-01,Ahmedabad,General,127.47
2019-04-01,Ahmedabad,General,128.31
2019-05-01,Ahmedabad,General,129.52
2019-06-01,Ahmedabad,General,131.05
2019-07-01,Ahmedabad,General,131.67
2019-08-01,Ahmedabad,General,132.56
2019-09-01,Ahmedabad,General,132.72
2019-10-01,Ahmedabad,General,133.86
2019-11-01,Ahmedabad,General,134.85
2019-12-01,Ahmedabad,General,135.61
2020-01-01,Ahmedabad,General,135.85
2020-02-01,Ahmedabad,General,136.19
2020-03-01,Ahmedabad,General,137.65
2020-04-01,Ahmedabad,General,137.71
2020-05-01,Ahmedabad,General,138.44
2020-06-01,Ahmedabad,General,139.01
2020-07-01,Ahmedabad,General,139.58
2020-08-01,Ahmedabad,General,139.79
2020-09-01,Ahmedabad,General,140.54
2020-10-01,Ahmedabad,General,140.54
2020-11-01,Ahmedabad,General,141.07
2020-12-01,Ahmedabad,General,141.95
2021-01-01,Ahmedabad,General,142.47
2021-02-01,Ahmedabad,General,143.98
2021-03-01,Ahmedabad,General,143.96
2021-04-01,Ahmedabad,General,144.44
2021-05-01,Ahmedabad,General,145.3
2021-06-01,Ahmedabad,General,146.49
2021-07-01,Ahmedabad,General,147.3
2021-08-01,Ahmedabad,General,147.6
2021-09-01,Ahmedabad,General,148.23
2021-10-01,Ahmedabad,General,148.63
2021-11-01,Ahmedabad,General,148.8
2021-12-01,Ahmedabad,General,149.36
2022-01-01,Ahmedabad,General,150.99
2022-02-01,Ahmedabad,General,152.7
2022-03-01,Ahmedabad,General,153.6
2022-04-01,Ahmedabad,General,153.64
2022-05-01,Ahmedabad,General,154.38
2022-06-01,Ahmedabad,General,154.46
2022-07-01,Ahmedabad,General,154.66
2022-08-01,Ahmedabad,General,154.72
2022-09-01,Ahmedabad,General,156.33
2022-10-01,Ahmedabad,General,156.94
2022-11-01,Ahmedabad,General,156.63
2022-12-01,Ahmedabad,General,156.51
2023-01-01,Ahmedabad,General,156.79
2023-02-01,Ahmedabad,General,157.37
2023-03-01,Ahmedabad,General,158.85
2023-04-01,Ahmedabad,General,159.33
2023-05-01,Ahmedabad,General,159.31
2023-06-01,Ahmedabad,General,160.04
2023-07-01,Ahmedabad,General,160.99
2023-08-01,Ahmedabad,General,162.65
2023-09-01,Ahmedabad,General,164.05
2023-10-01,Ahmedabad,General,164.25
2023-11-01,Ahmedabad,General,164.73
2023-12-01,Ahmedabad,General,166.26
2024-01-01,Ahmedabad,General,167.9
2024-02-01,Ahmedabad,General,170.26
2024-03-01,Ahmedabad,General,170.59
2024-04-01,Ahmedabad,General,171.44
2024-05-01,Ahmedabad,General,171.05
2024-06-01,Ahmedabad,General,171.96
2024-07-01,Ahmedabad,General,172.25
2024-08-01,Ahmedabad,General,173.17
2024-09-01,Ahmedabad,General,174.42
2024-10-01,Ahmedabad,General,176.12
2024-11-01,Ahmedabad,General,178.07
2024-12-01,Ahmedabad,General,178.74
2025-01-01,Ahmedabad,General,179.81
2025-02-01,Ahmedabad,General,180.28
2025-03-01,Ahmedabad,General,180.87
2025-04-01,Ahmedabad,General,182.6
2025-05-01,Ahmedabad,General,182.69
2025-06-01,Ahmedabad,General,183.51
2025-07-01,Ahmedabad,General,184.75
2025-08-01,Ahmedabad,General,185.72
2025-09-01,Ahmedabad,General,186.39
2025-10-01,Ahmedabad,General,187.52
2025-11-01,Ahmedabad,General,189.42
2025-12-01,Ahmedabad,General,191.43
2015-01-01,Ahmedabad,Health,100.0
2015-02-01,Ahmedabad,Health,100.77
2015-03-01,Ahmedabad,Health,101.35
2015-04-01,Ahmedabad,Health,102.16
2015-05-01,Ahmedabad,Health,103.13
2015-06-01,Ahmedabad,Health,104.23
2015-07-01,Ahmedabad,Health,104.6
2015-08-01,Ahmedabad,Health,105.25
2015-09-01,Ahmedabad,Health,106.25
2015-10-01,Ahmedabad,Health,106.63
2015-11-01,Ahmedabad,Health,107.53
2015-12-01,Ahmedabad,Health,108.45
2016-01-01,Ahmedabad,Health,109.4
2016-02-01,Ahmedabad,Health,110.09
2016-03-01,Ahmedabad,Health,110.51
2016-04-01,Ahmedabad,Health,110.36
2016-05-01,Ahmedabad,Health,110.68
2016-06-01,Ahmedabad,Health,111.62
2016-07-01,Ahmedabad,Health,112.39
2016-08-01,Ahmedabad,Health,114.16
2016-09-01,Ahmedabad,Health,115.07
2016-10-01,Ahmedabad,Health,115.6
2016-11-01,Ahmedabad,Health,116.06
2016-12-01,Ahmedabad,Health,116.5
2017-01-01,Ahmedabad,Health,116.92
2017-02-01,Ahmedabad,Health,117.28
2017-03-01,Ahmedabad,Health,117.63
2017-04-01,Ahmedabad,Health,117.91
2017-05-01,Ahmedabad,Health,118.38
2017-06-01,Ahmedabad,Health,118.29
2017-07-01,Ahmedabad,Health,119.05
2017-08-01,Ahmedabad,Health,119.54
2017-09-01,Ahmedabad,Health,120.01
2017-10-01,Ahmedabad,Health,120.86
2017-11-01,Ahmedabad,Health,121.6
2017-12-01,Ahmedabad,Health,122.37
2018-01-01,Ahmedabad,Health,122.61
2018-02-01,Ahmedabad,Health,123.55
2018-03-01,Ahmedabad,Health,124.27
2018-04-01,Ahmedabad,Health,125.75
2018-05-01,Ahmedabad,Health,126.34
2018-06-01,Ahmedabad,Health,126.74
2018-07-01,Ahmedabad,Health,127.27
2018-08-01,Ahmedabad,Health,128.52
2018-09-01,Ahmedabad,Health,129.44
2018-10-01,Ahmedabad,Health,129.93
2018-11-01,Ahmedabad,Health,131.13
2018-12-01,Ahmedabad,Health,131.9
2019-01-01,Ahmedabad,Health,132.05
2019-02-01,Ahmedabad,Health,132.77
2019-03-01,Ahmedabad,Health,133.18
2019-04-01,Ahmedabad,Health,133.91
2019-05-01,Ahmedabad,Health,134.15
2019-06-01,Ahmedabad,Health,134.01
2019-07-01,Ahmedabad,Health,134.52
2019-08-01,Ahmedabad,Health,135.79
2019-09-01,Ahmedabad,Health,136.61
2019-10-01,Ahmedabad,Health,137.64
2019-11-01,Ahmedabad,Health,139.32
2019-12-01,Ahmedabad,Health,140.12
2020-01-01,Ahmedabad,Health,140.24
2020-02-01,Ahmedabad,Health,141.13
2020-03-01,Ahmedabad,Health,141.8
2020-04-01,Ahmedabad,Health,142.69
2020-05-01,Ahmedabad,Health,143.27
2020-06-01,Ahmedabad,Health,143.91
2020-07-01,Ahmedabad,Health,144.6
2020-08-01,Ahmedabad,Health,145.0
2020-09-01,Ahmedabad,Health,146.08
2020-10-01,Ahmedabad,Health,146.59
2020-11-01,Ahmedabad,Health,148.13
2020-12-01,Ahmedabad,Health,149.26
2021-01-01,Ahmedabad,Health,150.1
2021-02-01,Ahmedabad,Health,151.87
2021-03-01,Ahmedabad,Health,153.53
2021-04-01,Ahmedabad,Health,153.81
2021-05-01,Ahmedabad,Health,155.07
2021-06-01,Ahmedabad,Health,156.85
2021-07-01,Ahmedabad,Health,158.33
2021-08-01,Ahmedabad,Health,160.15
2021-09-01,Ahmedabad,Health,161.85
2021-10-01,Ahmedabad,Health,163.74
2021-11-01,Ahmedabad,Health,164.37
2021-12-01,Ahmedabad,Health,165.76
2022-01-01,Ahmedabad,Health,166.98
2022-02-01,Ahmedabad,Health,167.91
2022-03-01,Ahmedabad,Health,169.16
2022-04-01,Ahmedabad,Health,169.56
2022-05-01,Ahmedabad,Health,170.41
2022-06-01,Ahmedabad,Health,171.6
2022-07-01,Ahmedabad,Health,172.54
2022-08-01,Ahmedabad,Health,173.89
2022-09-01,Ahmedabad,Health,174.84
2022-10-01,Ahmedabad,Health,175.52
2022-11-01,Ahmedabad,Health,176.25
2022-12-01,Ahmedabad,Health,176.55
2023-01-01,Ahmedabad,Health,178.62
2023-02-01,Ahmedabad,Health,179.52
2023-03-01,Ahmedabad,Health,180.19
2023-04-01,Ahmedabad,Health,181.73
2023-05-01,Ahmedabad,Health,183.06
2023-06-01,Ahmedabad,Health,184.38
2023-07-01,Ahmedabad,Health,184.77
2023-08-01,Ahmedabad,Health,185.64
2023-09-01,Ahmedabad,Health,186.16
2023-10-01,Ahmedabad,Health,187.07
2023-11-01,Ahmedabad,Health,188.72
2023-12-01,Ahmedabad,Health,189.86
2024-01-01,Ahmedabad,Health,191.96
2024-02-01,Ahmedabad,Health,193.64
2024-03-01,Ahmedabad,Health,194.95
2024-04-01,Ahmedabad,Health,196.14
2024-05-01,Ahmedabad,Health,198.01
2024-06-01,Ahmedabad,Health,200.49
2024-07-01,Ahmedabad,Health,201.31
2024-08-01,Ahmedabad,Health,202.43
2024-09-01,Ahmedabad,Health,204.01
2024-10-01,Ahmedabad,Health,206.09
2024-11-01,Ahmedabad,Health,207.22
2024-12-01,Ahmedabad,Health,209.47
2025-01-01,Ahmedabad,Health,210.22
2025-02-01,Ahmedabad,Health,211.54
2025-03-01,Ahmedabad,Health,213.51
2025-04-01,Ahmedabad,Health,213.92
2025-05-01,Ahmedabad,Health,213.79
2025-06-01,Ahmedabad,Health,214.39
2025-07-01,Ahmedabad,Health,216.45
2025-08-01,Ahmedabad,Health,217.91
2025-09-01,Ahmedabad,Health,219.56
2025-10-01,Ahmedabad,Health,222.1
2025-11-01,Ahmedabad,Health,224.38
2025-12-01,Ahmedabad,Health,225.43
2015-01-01,Ahmedabad,Housing,100.0
2015-02-01,Ahmedabad,Housing,100.41
2015-03-01,Ahmedabad,Housing,101.14
2015-04-01,Ahmedabad,Housing,101.56
2015-05-01,Ahmedabad,Housing,102.24
2015-06-01,Ahmedabad,Housing,102.51
2015-07-01,Ahmedabad,Housing,103.05
2015-08-01,Ahmedabad,Housing,103.59
2015-09-01,Ahmedabad,Housing,104.11
2015-10-01,Ahmedabad,Housing,104.76
2015-11-01,Ahmedabad,Housing,104.98
2015-12-01,Ahmedabad,Housing,105.34
2016-01-01,Ahmedabad,Housing,105.29
2016-02-01,Ahmedabad,Housing,105.48
2016-03-01,Ahmedabad,Housing,105.85
2016-04-01,Ahmedabad,Housing,106.29
2016-05-01,Ahmedabad,Housing,106.76
2016-06-01,Ahmedabad,Housing,107.65
2016-07-01,Ahmedabad,Housing,108.5
2016-08-01,Ahmedabad,Housing,109.16
2016-09-01,Ahmedabad,Housing,109.59
2016-10-01,Ahmedabad,Housing,110.13
2016-11-01,Ahmedabad,Housing,110.76
2016-12-01,Ahmedabad,Housing,110.82
2017-01-01,Ahmedabad,Housing,111.25
2017-02-01,Ahmedabad,Housing,111.89
2017-03-01,Ahmedabad,Housing,112.51
2017-04-01,Ahmedabad,Housing,112.64
2017-05-01,Ahmedabad,Housing,113.43
2017-06-01,Ahmedabad,Housing,114.05
2017-07-01,Ahmedabad,Housing,114.63
2017-08-01,Ahmedabad,Housing,115.35
2017-09-01,Ahmedabad,Housing,116.17
2017-10-01,Ahmedabad,Housing,116.79
2017-11-01,Ahmedabad,Housing,116.99
2017-12-01,Ahmedabad,Housing,117.24
2018-01-01,Ahmedabad,Housing,117.83
2018-02-01,Ahmedabad,Housing,118.62
2018-03-01,Ahmedabad,Housing,119.02
2018-04-01,Ahmedabad,Housing,119.64
2018-05-01,Ahmedabad,Housing,120.55
2018-06-01,Ahmedabad,Housing,121.25
2018-07-01,Ahmedabad,Housing,121.88
2018-08-01,Ahmedabad,Housing,122.19
2018-09-01,Ahmedabad,Housing,122.37
2018-10-01,Ahmedabad,Housing,122.42
2018-11-01,Ahmedabad,Housing,122.41
2018-12-01,Ahmedabad,Housing,123.38
2019-01-01,Ahmedabad,Housing,123.74
2019-02-01,Ahmedabad,Housing,124.24
2019-03-01,Ahmedabad,Housing,124.38
2019-04-01,Ahmedabad,Housing,125.0
2019-05-01,Ahmedabad,Housing,125.05
2019-06-01,Ahmedabad,Housing,125.96
2019-07-01,Ahmedabad,Housing,126.54
2019-08-01,Ahmedabad,Housing,127.55
2019-09-01,Ahmedabad,Housing,127.98
2019-10-01,Ahmedabad,Housing,128.44
2019-11-01,Ahmedabad,Housing,128.83
2019-12-01,Ahmedabad,Housing,129.27
2020-01-01,Ahmedabad,Housing,130.06
2020-02-01,Ahmedabad,Housing,130.59
2020-03-01,Ahmedabad,Housing,131.22
2020-04-01,Ahmedabad,Housing,132.03
2020-05-01,Ahmedabad,Housing,132.01
2020-06-01,Ahmedabad,Housing,132.49
2020-07-01,Ahmedabad,Housing,133.07
2020-08-01,Ahmedabad,Housing,133.41
2020-09-01,Ahmedabad,Housing,134.25
2020-10-01,Ahmedabad,Housing,134.55
2020-11-01,Ahmedabad,Housing,134.52
2020-12-01,Ahmedabad,Housing,135.09
2021-01-01,Ahmedabad,Housing,135.98
2021-02-01,Ahmedabad,Housing,136.76
2021-03-01,Ahmedabad,Housing,136.96
2021-04-01,Ahmedabad,Housing,137.29
2021-05-01,Ahmedabad,Housing,137.87
2021-06-01,Ahmedabad,Housing,138.6
2021-07-01,Ahmedabad,Housing,139.45
2021-08-01,Ahmedabad,Housing,139.83
2021-09-01,Ahmedabad,Housing,140.52
2021-10-01,Ahmedabad,Housing,141.04
2021-11-01,Ahmedabad,Housing,141.55
2021-12-01,Ahmedabad,Housing,141.47
2022-01-01,Ahmedabad,Housing,142.3
2022-02-01,Ahmedabad,Housing,143.06
2022-03-01,Ahmedabad,Housing,143.65
2022-04-01,Ahmedabad,Housing,144.05
2022-05-01,Ahmedabad,Housing,144.73
2022-06-01,Ahmedabad,Housing,145.49
2022-07-01,Ahmedabad,Housing,146.04
2022-08-01,Ahmedabad,Housing,146.87
2022-09-01,Ahmedabad,Housing,147.8
2022-10-01,Ahmedabad,Housing,148.55
2022-11-01,Ahmedabad,Housing,148.54
2022-12-01,Ahmedabad,Housing,149.17
2023-01-01,Ahmedabad,Housing,149.89
2023-02-01,Ahmedabad,Housing,149.96
2023-03-01,Ahmedabad,Housing,150.71
2023-04-01,Ahmedabad,Housing,151.85
2023-05-01,Ahmedabad,Housing,152.26
2023-06-01,Ahmedabad,Housing,153.3
2023-07-01,Ahmedabad,Housing,154.02
2023-08-01,Ahmedabad,Housing,155.26
2023-09-01,Ahmedabad,Housing,156.04
2023-10-01,Ahmedabad,Housing,156.48
2023-11-01,Ahmedabad,Housing,157.22
2023-12-01,Ahmedabad,Housing,157.81
2024-01-01,Ahmedabad,Housing,158.81
2024-02-01,Ahmedabad,Housing,160.08
2024-03-01,Ahmedabad,Housing,160.55
2024-04-01,Ahmedabad,Housing,161.22
2024-05-01,Ahmedabad,Housing,161.98
2024-06-01,Ahmedabad,Housing,162.6
2024-07-01,Ahmedabad,Housing,162.89
2024-08-01,Ahmedabad,Housing,163.52
2024-09-01,Ahmedabad,Housing,164.29
2024-10-01,Ahmedabad,Housing,164.46
2024-11-01,Ahmedabad,Housing,165.17
2024-12-01,Ahmedabad,Housing,165.21
2025-01-01,Ahmedabad,Housing,165.89
2025-02-01,Ahmedabad,Housing,166.39
2025-03-01,Ahmedabad,Housing,166.78
2025-04-01,Ahmedabad,Housing,167.58
2025-05-01,Ahmedabad,Housing,169.03
2025-06-01,Ahmedabad,Housing,170.5
2025-07-01,Ahmedabad,Housing,171.28
2025-08-01,Ahmedabad,Housing,172.28
2025-09-01,Ahmedabad,Housing,173.65
2025-10-01,Ahmedabad,Housing,174.2
2025-11-01,Ahmedabad,Housing,174.87
2025-12-01,Ahmedabad,Housing,175.83
2015-01-01,Ahmedabad,Miscellaneous,100.0
2015-02-01,Ahmedabad,Miscellaneous,100.6
2015-03-01,Ahmedabad,Miscellaneous,101.31
2015-04-01,Ahmedabad,Miscellaneous,101.37
2015-05-01,Ahmedabad,Miscellaneous,101.98
2015-06-01,Ahmedabad,Miscellaneous,102.46
2015-07-01,Ahmedabad,Miscellaneous,102.24
2015-08-01,Ahmedabad,Miscellaneous,102.67
2015-09-01,Ahmedabad,Miscellaneous,103.11
2015-10-01,Ahmedabad,Miscellaneous,103.57
2015-11-01,Ahmedabad,Miscellaneous,103.38
2015-12-01,Ahmedabad,Miscellaneous,103.85
2016-01-01,Ahmedabad,Miscellaneous,104.46
2016-02-01,Ahmedabad,Miscellaneous,105.41
2016-03-01,Ahmedabad,Miscellaneous,106.09
2016-04-01,Ahmedabad,Miscellaneous,106.38
2016-05-01,Ahmedabad,Miscellaneous,107.04
2016-06-01,Ahmedabad,Miscellaneous,107.55
2016-07-01,Ahmedabad,Miscellaneous,108.72
2016-08-01,Ahmedabad,Miscellaneous,109.47
2016-09-01,Ahmedabad,Miscellaneous,109.76
2016-10-01,Ahmedabad,Miscellaneous,110.54
2016-11-01,Ahmedabad,Miscellaneous,110.95
2016-12-01,Ahmedabad,Miscellaneous,111.18
2017-01-01,Ahmedabad,Miscellaneous,111.17
2017-02-01,Ahmedabad,Miscellaneous,111.79
2017-03-01,Ahmedabad,Miscellaneous,112.29
2017-04-01,Ahmedabad,Miscellaneous,112.4
2017-05-01,Ahmedabad,Miscellaneous,112.38
2017-06-01,Ahmedabad,Miscellaneous,112.67
2017-07-01,Ahmedabad,Miscellaneous,112.69
2017-08-01,Ahmedabad,Miscellaneous,114.15
2017-09-01,Ahmedabad,Miscellaneous,114.93
2017-10-01,Ahmedabad,Miscellaneous,115.34
2017-11-01,Ahmedabad,Miscellaneous,116.72
2017-12-01,Ahmedabad,Miscellaneous,117.76
2018-01-01,Ahmedabad,Miscellaneous,117.72
2018-02-01,Ahmedabad,Miscellaneous,117.54
2018-03-01,Ahmedabad,Miscellaneous,118.37
2018-04-01,Ahmedabad,Miscellaneous,119.2
2018-05-01,Ahmedabad,Miscellaneous,119.59
2018-06-01,Ahmedabad,Miscellaneous,120.85
2018-07-01,Ahmedabad,Miscellaneous,122.06
2018-08-01,Ahmedabad,Miscellaneous,123.11
2018-09-01,Ahmedabad,Miscellaneous,122.89
2018-10-01,Ahmedabad,Miscellaneous,123.83
2018-11-01,Ahmedabad,Miscellaneous,123.62
2018-12-01,Ahmedabad,Miscellaneous,124.03
2019-01-01,Ahmedabad,Miscellaneous,125.15
2019-02-01,Ahmedabad,Miscellaneous,125.53
2019-03-01,Ahmedabad,Miscellaneous,125.56
2019-04-01,Ahmedabad,Miscellaneous,125.42
2019-05-01,Ahmedabad,Miscellaneous,126.19
2019-06-01,Ahmedabad,Miscellaneous,127.61
2019-07-01,Ahmedabad,Miscellaneous,128.39
2019-08-01,Ahmedabad,Miscellaneous,127.88
2019-09-01,Ahmedabad,Miscellaneous,128.11
2019-10-01,Ahmedabad,Miscellaneous,129.0
2019-11-01,Ahmedabad,Miscellaneous,129.61
2019-12-01,Ahmedabad,Miscellaneous,129.69
2020-01-01,Ahmedabad,Miscellaneous,130.7
2020-02-01,Ahmedabad,Miscellaneous,131.7
2020-03-01,Ahmedabad,Miscellaneous,132.62
2020-04-01,Ahmedabad,Miscellaneous,132.98
2020-05-01,Ahmedabad,Miscellaneous,133.71
2020-06-01,Ahmedabad,Miscellaneous,133.75
2020-07-01,Ahmedabad,Miscellaneous,134.4
2020-08-01,Ahmedabad,Miscellaneous,135.26
2020-09-01,Ahmedabad,Miscellaneous,135.85
2020-10-01,Ahmedabad,Miscellaneous,136.42
2020-11-01,Ahmedabad,Miscellaneous,137.07
2020-12-01,Ahmedabad,Miscellaneous,137.65
2021-01-01,Ahmedabad,Miscellaneous,137.77
2021-02-01,Ahmedabad,Miscellaneous,138.06
2021-03-01,Ahmedabad,Miscellaneous,138.89
2021-04-01,Ahmedabad,Miscellaneous,139.56
2021-05-01,Ahmedabad,Miscellaneous,140.18
2021-06-01,Ahmedabad,Miscellaneous,141.55
2021-07-01,Ahmedabad,Miscellaneous,142.08
2021-08-01,Ahmedabad,Miscellaneous,142.97
2021-09-01,Ahmedabad,Miscellaneous,143.33
2021-10-01,Ahmedabad,Miscellaneous,145.02
2021-11-01,Ahmedabad,Miscellaneous,145.7
2021-12-01,Ahmedabad,Miscellaneous,146.36
2022-01-01,Ahmedabad,Miscellaneous,147.37
2022-02-01,Ahmedabad,Miscellaneous,147.73
2022-03-01,Ahmedabad,Miscellaneous,148.35
2022-04-01,Ahmedabad,Miscellaneous,148.34
2022-05-01,Ahmedabad,Miscellaneous,149.71
2022-06-01,Ahmedabad,Miscellaneous,151.19
2022-07-01,Ahmedabad,Miscellaneous,152.46
2022-08-01,Ahmedabad,Miscellaneous,152.86
2022-09-01,Ahmedabad,Miscellaneous,153.46
2022-10-01,Ahmedabad,Miscellaneous,153.59
2022-11-01,Ahmedabad,Miscellaneous,153.1
2022-12-01,Ahmedabad,Miscellaneous,154.41
2023-01-01,Ahmedabad,Miscellaneous,155.04
2023-02-01,Ahmedabad,Miscellaneous,155.67
2023-03-01,Ahmedabad,Miscellaneous,156.21
2023-04-01,Ahmedabad,Miscellaneous,156.5
2023-05-01,Ahmedabad,Miscellaneous,158.04
2023-06-01,Ahmedabad,Miscellaneous,158.26
2023-07-01,Ahmedabad,Miscellaneous,158.57
2023-08-01,Ahmedabad,Miscellaneous,159.02
2023-09-01,Ahmedabad,Miscellaneous,159.14
2023-10-01,Ahmedabad,Miscellaneous,159.16
2023-11-01,Ahmedabad,Miscellaneous,159.54
2023-12-01,Ahmedabad,Miscellaneous,159.92
2024-01-01,Ahmedabad,Miscellaneous,160.27
2024-02-01,Ahmedabad,Miscellaneous,160.76
2024-03-01,Ahmedabad,Miscellaneous,160.1
2024-04-01,Ahmedabad,Miscellaneous,161.31
2024-05-01,Ahmedabad,Miscellaneous,161.69
2024-06-01,Ahmedabad,Miscellaneous,162.21
2024-07-01,Ahmedabad,Miscellaneous,162.6
2024-08-01,Ahmedabad,Miscellaneous,163.66
2024-09-01,Ahmedabad,Miscellaneous,164.27
2024-10-01,Ahmedabad,Miscellaneous,164.37
2024-11-01,Ahmedabad,Miscellaneous,164.98
2024-12-01,Ahmedabad,Miscellaneous,166.12
2025-01-01,Ahmedabad,Miscellaneous,167.89
2025-02-01,Ahmedabad,Miscellaneous,168.89
2025-03-01,Ahmedabad,Miscellaneous,170.12
2025-04-01,Ahmedabad,Miscellaneous,171.35
2025-05-01,Ahmedabad,Miscellaneous,171.58
2025-06-01,Ahmedabad,Miscellaneous,172.48
2025-07-01,Ahmedabad,Miscellaneous,174.05
2025-08-01,Ahmedabad,Miscellaneous,175.34
2025-09-01,Ahmedabad,Miscellaneous,175.53
2025-10-01,Ahmedabad,Miscellaneous,175.33
2025-11-01,Ahmedabad,Miscellaneous,174.97
2025-12-01,Ahmedabad,Miscellaneous,175.57
2015-01-01,Ahmedabad,Transport and Communication,100.0
2015-02-01,Ahmedabad,Transport and Communication,100.72
2015-03-01,Ahmedabad,Transport and Communication,101.93
2015-04-01,Ahmedabad,Transport and Communication,102.08
2015-05-01,Ahmedabad,Transport and Communication,101.5
2015-06-01,Ahmedabad,Transport and Communication,101.85
2015-07-01,Ahmedabad,Transport and Communication,101.55
2015-08-01,Ahmedabad,Transport and Communication,101.53
2015-09-01,Ahmedabad,Transport and Communication,101.2
2015-10-01,Ahmedabad,Transport and Communication,102.06
2015-11-01,Ahmedabad,Transport and Communication,102.22
2015-12-01,Ahmedabad,Transport and Communication,103.04
2016-01-01,Ahmedabad,Transport and Communication,103.71
2016-02-01,Ahmedabad,Transport and Communication,103.91
2016-03-01,Ahmedabad,Transport and Communication,103.99
2016-04-01,Ahmedabad,Transport and Communication,104.57
2016-05-01,Ahmedabad,Transport and Communication,104.83
2016-06-01,Ahmedabad,Transport and Communication,105.61
2016-07-01,Ahmedabad,Transport and Communication,106.06
2016-08-01,Ahmedabad,Transport and Communication,106.3
2016-09-01,Ahmedabad,Transport and Communication,106.93
2016-10-01,Ahmedabad,Transport and Communication,108.6
2016-11-01,Ahmedabad,Transport and Communication,108.72
2016-12-01,Ahmedabad,Transport and Communication,109.56
2017-01-01,Ahmedabad,Transport and Communication,109.8
2017-02-01,Ahmedabad,Transport and Communication,110.11
2017-03-01,Ahmedabad,Transport and Communication,112.12
2017-04-01,Ahmedabad,Transport and Communication,113.55
2017-05-01,Ahmedabad,Transport and Communication,113.86
2017-06-01,Ahmedabad,Transport and Communication,113.03
2017-07-01,Ahmedabad,Transport and Communication,113.93
2017-08-01,Ahmedabad,Transport and Communication,115.19
2017-09-01,Ahmedabad,Transport and Communication,116.25
2017-10-01,Ahmedabad,Transport and Communication,117.17
2017-11-01,Ahmedabad,Transport and Communication,117.52
